,ISBN,Book-Title,Book-Author,Year-Of-Publication,ID-Author
8783,0671743503,Object of My Affection,Stephen McCauley,1991,f30ace05b63101e064a5d693663358f69dceb191a33b3cc3dbd3cb7cafc3d12f
8784,0345413881,Dr. Death (Alex Delaware Novels (Paperback)),Jonathan Kellerman,2001,e914cc384a386ef7935842449ab305de9d62b84ea9cad96220ff18fced075618
8785,0553289691,SKINNY LEGS AND ALL,TOM ROBBINS,1991,10e08e202d377fdc7a48fad1e590b9b17e78f2273999a7977a6f4cb7d9a4603a
8786,0671851047,Game Ten,James Long,1995,1bad53c2f238c38aea7d60504d6694988eba25ea1fb6d373fa7624c3989fa78d
8787,0140042407,Tortilla Flat,John Steinbeck,1995,80fbf9f9a92cad7cb9880c0e1a7b20c05f40ea7ff107207a99922f7d88a2eb56
8788,344203079X,Der HÃ?Â¼ter des Kelchs. Ein Albert- Campion- Roman.,Margery Allingham,2002,71f85428652e46230e20a75c5ac42f1b60a29ca3cdbe3e4a34a6b6f7da93cfd2
8789,0765303418,Catspaw (Cat),Joan D. Vinge,2002,80719981ce37f3fba8424145a8173e4f9559ae650dd09837ab06efedeb841572
8790,0786000872,The Promise,Mandalyn Kaye,1995,e0b94fcc00b7caeec20378e4d2d6ac0003d95eeaf6010de0bbfbd39531e0a8f1
8791,0140179178,Great Jones Street (Contemporary American Fiction),Don DeLillo,1994,b488f2252157f851ed7b5e2f72ce7a7f2ecccd1aafd63a959d73748f49ee93fb
8792,0812550757,Speaker for the Dead (Ender Wiggins Saga (Paperback)),Orson Scott Card,1994,6f736dc18d3483cc39a71648d2ea02ed8a3729d8f608752602f60cbc1b8ee243
8793,067087311X,Icy Sparks,Gwynn Rubio,1998,2d7f3a0537b63d01c9fe5bbdceb27262fe67c0777198bd5377072079c0886b2c
8794,0679721886,The Woman Warrior : Memoirs of a Girlhood Among Ghosts,MAXINE HONG KINGSTON,1989,d589d64d67544972811faa43e6e59d5cf80fa498bf5edfdb0ddcbb452b2a644c
8795,0394575202,The Power of One,Bryce Courtenay,1989,14d7dcf30d6f3585ff02482b462f4dbd993004bebfd26fc7d4cb4c6e44d578ef
8796,0451187849,We the Living,Ayn Rand,1996,655cdd647abbfa4c2907b60b2083892d57f6a711e0e98841aa0b91b44f00e790
8797,0451163966,One Flew Over the Cuckoo's Nest,Ken Kesey,1989,0295f9d3a798dd487a50eab196df76ec5a768163f2a782cf0fc4a177c07e88cf
8798,0449911659,"Rabbit, Run",John Updike,1996,216abac7f23956b2ec681103d946b7e256a54a19adc69d64497e8babe81ae1bc
8799,0553571338,The Giver,LOIS LOWRY,1999,8755bb417f57da2dddddbc1704ceab271b4aa106967b2b9986566be3032f6c03
8800,0671041584,"Blood Washes Blood : A True Story of Love, Murder, and Redemption Under the Sicilian Sun",Frank Viviano,2001,871611f11dd6bc72f8b4b97284bd411933035fcd54543b61d3a786a8dabf9944
8801,0151189781,"Collected Poems, 1909-1962",T. S. Eliot,1963,0970a3050538cad43523b0b2a6a433badc3594eaf7ca496dabed130a83a3e566
8802,8806155466,LA Luna E I Falo,Cesare Pavese,2003,dc640f6740a16748bf097f43715ceec7a16ced2c8adbd134d908dd9ff7e0ee98
8803,8806150405,Le Piccole Virtu,Natalia Ginzburg,0,2287d8c6f1e0a7b0f57c0c508f1f43f6318bc9fdea93594d9c8e07d8371b7444
8804,0812564669,Household Gods,Judith Tarr,2000,7e6f3f155e5209f0003eb274089435b2c6bad48941770c39c0bea348e3ce32af
8805,0765302365,Second Spring: A Love Story,Andrew M. Greeley,2003,f840430696fe01fb588cdc567e2b6963e7ae6887e34028d908d5ddea67bf9b18
8806,0446605905,The Ragman's Memory (Joe Gunther Mysteries (Paperback)),Archer Mayor,1997,37e51ace1fcb74cc4d58c03de1250d95c61149a470d068ee71866c25426fdfd9
8807,0525946829,Quentins,Maeve Binchy,2002,6c3b1676833e51d1ab564bea20d0b7f0778ba3dc7debc0423f3c2e02c79b6d60
8808,0399138013,November of the Heart,Lavyrle Spencer,1993,f1b0d665aacaa3ddaee319b6a0600c3a0b8eaf34d86551d3ec8ba036b583032f
8809,0880707682,Chosen (Palisades Pure Romance),Bergren,1996,0c016e1c28e857a468980c9e3fa22c045b7a803bd8cc0c0245109ef69a70591f
8810,0152550860,The Moffat Museum,Eleanor Estes,1983,fc9a94816bf806b0da704abe3b47a4bde82682902bfa7cf4e6afd51756a3fa5f
8811,1556618603,Masquerade (Portraits),B. J. Hoff,1996,146545fa3f22b6a0e8f9637a4259105b8b9ca6f008ae45ef2c821bfb8c29e46f
8812,0590060198,The BFG,Roald Dahl,1982,b12a5e4733eabeab8208c7b2ca337e60ddf7a9dd35bc95efe78ac1abd0248754
8813,0671868403,COLLEGE WEEKEND: FEAR STREET #32 : COLLEGE WEEKEND,R.L. Stine,1995,3c0ade5d2d50b85c23624213d1a73570bedae643f4833af7eaf8bfc739d38b55
8814,0553570080,"The House of Death (Sweet Valley University Thriller Edition , No 4)",Laurie John,1996,a9414dbc18be601537bbefafa2313c333aefc85f79c96ef7769198c625b6109a
8815,0671550284,STARLIGHT CRYSTAL : STARLIGHT CRYSTAL,Christopher Pike,1996,fba690cac880c1350f9b7e99eb11eb3bcbe73101e62303d540b87034aa4207e1
8816,0671736825,GIMME A KISS : GIMME A KISS,Christopher Pike,1991,fba690cac880c1350f9b7e99eb11eb3bcbe73101e62303d540b87034aa4207e1
8817,0671008749,FEAR HALL THE BEGINNING,R.L. Stine,1997,3c0ade5d2d50b85c23624213d1a73570bedae643f4833af7eaf8bfc739d38b55
8818,0671002929,The HIDDEN EVIL FEAR STREET SAGAS 5,R.L. Stine,1997,3c0ade5d2d50b85c23624213d1a73570bedae643f4833af7eaf8bfc739d38b55
8819,0812570758,Species II: A Novel,Yvonne Navarro,1998,b107ce476106bd9b45e6c610da051edfce955dfc46f3f329a37e54ce16be096f
8820,0812540239,The Mongoose Man,Nicholas Van Pelt,2000,22ecd5ebc14b951693523f54d4912a5cdc26abb1c5e3d21f236b7fb6b8bb011d
8821,0553292323,"JESSICA AGAINST BRUCE (Sweet Valley High, No. 86)",FRANCINE PASCAL,1992,7f0abf4b5c1e8a9d3b0b9a1fc6f20f0c403219f7d54c4261f9063d0b6406430a
8822,981305607X,True Singapore Ghost Stories : Book 8,Russell Lee,1996,d087842eb282dd4bde87a9672e5c53afb6bfea28630d46206b1b8a64a948f271
8823,0671736809,"GRADUATION (FINAL FRIENDS 3) : GRADUATION (Final Friends, No 3)",Christopher Pike,1991,fba690cac880c1350f9b7e99eb11eb3bcbe73101e62303d540b87034aa4207e1
8824,0671019287,The DANCE FINAL FRIENDS 2,Christopher Pike,1998,fba690cac880c1350f9b7e99eb11eb3bcbe73101e62303d540b87034aa4207e1
8825,0671736787,"The PARTY (FINAL FRIENDS 1) : THE PARTY (Final Friends, No 1)",Christopher Pike,1991,fba690cac880c1350f9b7e99eb11eb3bcbe73101e62303d540b87034aa4207e1
8826,0553158937,"The Ghost in the Bell Tower (Sweet Valley Twins and Friends Super Chiller, No 4)",Francine Pascal,1992,d2efd7674be791ca79cb82422f9c55d9ee6e2003e6f2fdcd66bde3c442177564
8827,0553158597,"The Carnival Ghost (Sweet Valley Twins and Friends Super Chiller, No 3)",Francine Pascal,1990,d2efd7674be791ca79cb82422f9c55d9ee6e2003e6f2fdcd66bde3c442177564
8828,0553157671,"The Christmas Ghost (Sweet Valley Twins and Friends Super Chiller, 1)",Francine Pascal,1989,d2efd7674be791ca79cb82422f9c55d9ee6e2003e6f2fdcd66bde3c442177564
8829,0553481975,"Don't Talk to Brian (Sweet Valley Twins, 94)",Francine Pascal,1996,d2efd7674be791ca79cb82422f9c55d9ee6e2003e6f2fdcd66bde3c442177564
8830,0553158015,"Ghost in the Graveyard (Sweet Valley Twins and Friends Super Chiller, No 2)",Francine Pascal,1990,d2efd7674be791ca79cb82422f9c55d9ee6e2003e6f2fdcd66bde3c442177564
8831,0553483471,"The Twins Go to College (Sweet Valley Twins Super Edition, No 9)",Jamie Suzanne,1997,774de61d48d6943e512024a4f0565247a18c3186ed794e1394a9441750996cec
8832,0553480510,"The Magic Christmas (Sweet Valley Twins and Friends Magna Edition, No 1)",Francine Pascal,1992,d2efd7674be791ca79cb82422f9c55d9ee6e2003e6f2fdcd66bde3c442177564
8833,0553480618,"Jessica and the Earthquake (Sweet Valley Twins and Friends, No 75)",Jamie Suzanne,1994,774de61d48d6943e512024a4f0565247a18c3186ed794e1394a9441750996cec
8834,0553482491,"Big for Christmas (Sweet Valley Twins and Friends Magna Edition, 3)",Jamie Suzanne,1994,774de61d48d6943e512024a4f0565247a18c3186ed794e1394a9441750996cec
8835,0553159526,"The Big Party Weekend (Sweet Valley Twins and Friends, No 54)",Francine Pascal,1991,d2efd7674be791ca79cb82422f9c55d9ee6e2003e6f2fdcd66bde3c442177564
8836,055356403X,The Curse of the Golden Heart (Sweet Valley Twins Super Chiller (Paperback)),Francine Pascal,1994,d2efd7674be791ca79cb82422f9c55d9ee6e2003e6f2fdcd66bde3c442177564
8837,0553157663,"Jessica, the Rock Star (Sweet Valley Twins, No 34)",Francine Pascal,1989,d2efd7674be791ca79cb82422f9c55d9ee6e2003e6f2fdcd66bde3c442177564
8838,3423202327,MÃ?Â¶rder ohne Gesicht.,Henning Mankell,1999,14f9f57672b404002ea3920276771442a922c14e5ea4294105f736422bb59ab8
8839,3442421357,Im Eishaus.,Minette Walters,1996,39ce1d074a6d7debe0c2900281ad8a41a8cce8b97ade74569e9c7fd845a56696
8840,3404144031,Die purpurnen FlÃ?Â¼sse.,Jean-Christophe Grange,2000,2b4d39ee3421ea66b67e6f4dfc107558e8114944fcb6917479f6aa59cc5edf32
8841,0312986343,Visions of Sugar Plums: A Stephanie Plum Holiday Novel,Janet Evanovich,2004,deb2a982d1d46307e2c4969fc2b277fc91d39041470a08e35c90a5c22a4cf632
8842,0399137599,Steel Beach,John Varley,1992,90042ff0559875d0c5c3b669d00a8616631d42a0721a9a5a9a999bf6af63af37
8843,0060974494,Lost Tribes and Promised Lands: The Origins of American Racism,Ronald Sanders,1992,32ddd0dc4cb8efccc749c8e4324da1bfd1d04379699b3e45c99c8ae232212a1a
8844,0553345842,The Mind's I,"Douglas R. &amp; Dennett, Daniel C. Hofstadter",1985,8f879f7c2393baa2a125c978a1b24dcfc5a9e22d2aaf23607363ff6bb818456b
8845,0553343211,Synchronicity: The Bridge Between Matter and Mind,F. David Peat,1987,d95b0000dcd949667b86eaf0a88e7e9b9a948956f91b81ea6664aef9049655cf
8846,0809255324,Physics for Poets,Robert H. March,1983,8ce2129735b82be03f4b81287a8ebab3807b881c8de17dcf5c8874c021bb927a
8847,0922233209,Raw Deal: Horrible and Ironic Stories of Forgotten Americans,Ken Smith,1998,ffe94ba53b686532ee7dbd34ff673798fdf4d1c1fa270a5816c92f007c0a216a
8848,086316160X,Foucault for Beginners (Writers and Readers Documentary Comic Books: 62),Lydia Alix Fillingham,1994,ed76e6dea9a0f1a1a69da184db38dd1ccb7ce60e5eae6173e3cfee0dc901507b
8849,0553078682,Food of the Gods: The Search for the Original Tree of Knowledge,Terence McKenna,1992,c643d3101ee0e2580ced632fe206e7bf6cddf681e5d55ac5ddfdbb168c48ade2
8850,0062504096,We'Ve Had a Hundred Years of Psychotherapy and the World's Getting Worse,James Hillman,1992,624dec34345192847d5bfe28cb9b9afa4a9bf4f5a85f88ccc29b62c9911b29c4
8851,0155019872,A Guide to Literary Criticism and Research,Stevens,1996,9f01fd213294c5e95ff2e194d8f238533900f2b35272e3a56af2f7978637b4e6
8852,0679413065,The Secret Sun: A Novel of Japan,Fred Hiatt,1992,e759e5a10735473d2f0cbac7d6bcf2d4b8555ffeea78fecc8415dff364eff4d7
8853,0425125467,Harmful Intent,Robin Cook,2001,cbf8234cf7a9597e69363f005a02b2fe87aac737c2b37e94a3c18eed9c5ea755
8854,158322601X,The Oh Really? Factor : Unspinning Fox News Channel's Bill O'Reilly,Peter Hart,2003,0d5b4b4732d7dda2208695eb79cf2e36decbe17bc4149aa5c04adbc8a8547509
8855,0385495358,I Rant Therefore I Am,Dennis Miller,2000,0c163ac95575482758c04ad5ca57d1150cee6fde7d85a6f37af81dc24c247d5c
8856,1555835589,Revolutionary Voices,Amy Sonnie,2000,e09f8415da63aa4b65a2ebf1f471746287a15c75fae9e48b8aae668818acb3b3
8857,1585972622,Spiderbreath,Norence A. Nelson,2004,bdd3a9c1c2318a24706e814ad385189a40bb072d6e08bd2006ed7bb55cb33282
8858,006056668X,"Fluke : Or, I Know Why the Winged Whale Sings",Christopher Moore,2004,9dc2b96122ce8ad0cd8388aca77d2ac33b60a491f8f83515200665fce43c8163
8859,0385511620,Women Make the Best Salesmen : IsnÂ?t it Time You Started Using their Secrets?,MARION LUNA BREM,2004,2088093d16d1b737b9c9cfb2ffedbfdc3843f6508552f6c0ecd131fbbbd4ece0
8860,0446530077,Find Me,Rosie O'Donnell,2002,8ee7dc25e57f2968bccc6ef71be8cc732adc8768ed1a326ca97cc67e6403d31d
8861,0689856083,Apolo Anton Ohno: My Story,Apolo  Anton Ohno,2002,9442d3f10eeb1cfc2a205a3014b06c905534d4f18bd860512dd1f21df0df4be3
8862,0802151574,Querelle,Jean Genet,1989,40632505e5415b088aa0614b6c6db97eab5feaf3992f99f660e19d5380d3bd85
8863,0812992180,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Rolf Potts,2002,464d7b99d2dbb8f7b994c29522e18c537364dbdbd0fd3651b044a37dbe1260ac
8864,0385729472,Secret Heart,DAVID ALMOND,2002,bee2985c673454598566b8afa2154cb777b8dc8a2dc0f51c98ce6f870aa7269a
8865,0373227728,Double Take (Harlequin Intrigue Series),Leigh Riker,2004,9d9bc94dd25adf8060315b126be0623a90342fe0a4e7ebaff56efb611781dae9
8866,0373227736,Mask of A Hunter (Harlequin Intrigue Series),Sylvie Kurtz,2004,3e33cf3515f380ad931134c904a40edd5f08d2bc242d828b5a4d3e8ccd807a09
8867,037322771X,Just Before Dawn (Harlequin Intrigue Series),Joanna Wayne,2004,020ab39064c4c02fecf370785fac492ed4bee8c0a8d819dabfb0c3355693c675
8868,0373227744,Out for Justice (Harlequin Intrigue Series),Susan Kearney,2004,319bacb1780a35cea2fbc5e0017e379cba3f7ab8f234c76a21c9042400f6621e
8869,0373712049,Whose Child? (Harlequin Superromance),Susan Gable,2004,af89a8a7ffa1e03444faa25ae133d78751255445c51a2ae0715d730efcaef135
8870,0373712006,Silent Witness (Harlequin Superromance),Kay David,2004,d191336753fa147424d322cf5eca231f2029b80a99c20837bb7f723bbd4c870c
8871,0373712014,Return to Little Hills (Harlequin Superromance),Janice Macdonald,2004,3cfb861bb32a08fe8022ff0eef1701a14702b174665aef9c52e920fd535b63eb
8872,0373712057,Two On the Run (Harlequin Superromance),Margaret Watson,2004,67b0e11d38e2a2ffae98751f86e3bc5a696bb5d768d7889b94a70f78fc60e08d
8873,0373227396,"Unmarked Man : Bachelors at Large (Harlequin Intrigue, 739)",Darlene Scalera,2003,37a4b68db04a3ce39cad134564fd3b7dd3085f063e56775fefd9f4744ecbb395
8874,0373711719,"For The Children : Twins (Harlequin Superromance, 1171)",Tara Taylor Quinn,2003,517d83f96e67605d0204a0ce307e1c511605318cd515ea804832962e14a96edf
8875,0373711735,"The Road To Echo Point (Harlequin Superromance, 1173)",Carrie Weaver,2003,5dd37cace81834650e0bb73d02dd38a4e91c208b066ea538fe09d02bf7840bc2
8876,0451409434,Fantastic Voyage: Microcosm,Kevin Anderson,2001,fbec46a8321548db7154ddd2e4c817d320e34686c6afce9efa2be5351d47c936
8877,0875427332,A Witch's Guide to Faery Folk: Reclaiming Our Working Relationship With Invisible Helpers (Llewellyn's New Age Series),Edain McCoy,1994,dbd357db93c5606f80214e157b9ee9973c48c7de14c563bef60fe03b2820a38f
8878,0738704458,Witchy Tarot,Laura Tuan,2003,8e00a03e68b082f6e9808dbcf5d172bfaa78eab7705272299ccbeca869d5e8a1
8879,0316281697,"Like Father, Like Daughter: How Father Shapes the Woman His Daughter Becomes",Suzanne Fields,1983,9b9afd72392f45a74f5b41ff2205191702dd4fbb9efbc12f3f494682ed5cb609
8880,0060965118,"The Jeopardy! Book: The Answers, the Questions, the Facts, and the Stories of the Greatest Game Show in History",Alex Trebek,1990,e2754592715af3565594b3cef849733af54c874bacb6aff277ee31f6f050cd0f
8881,0312951914,Linda Goodman's Star Signs,Linda Goodman,1988,712f1f02c1387fd283ba07fb1eca0144c1a0bae3e1d0440e6dbc56664f20c056
8882,0878577386,Flowers (Rodale's home gardening library),Anne M. Halpin,1988,609b3598ff9338a4a0dcc2fb0c51571af53e1e89cd0dc18222e9fee620c977e2
8883,0843922567,Creature,Drake Douglas,1985,0120b8b6658b6f3062a2c5234dbab153348e6d8b10b8f9e19b0b547ead654ea3
8884,1592231381,The Tarot Set,Jane Lyle,2003,5a538d6b14904a8cd9b3e6f813ba45810fc7261164e9bee533e359686c162e73
8885,0517182467,John Saul: Three Terrifying Bestselling Novels,John Saul,1996,f572a99f7afbd9295c9158cc07eb608bdec902c3e1f24e82cef4db4b4fc35bbe
8886,055357485X,Children's Past Lives: How Past Life Memories Affect Your Child,Carol Bowman,1998,bf690d31e0c8fa7f64178c1e06fb5c9bf58dc3a0ace8f036b391a385423316fa
8887,0875421245,The Magical Household: Spells &amp; Rituals for the Home (Llewellyn's Practical Magick Series),Scott Cunningham,1987,6760cead5f532c66bd212168d941f6fa50c567d3696c04353ffdcd63cfc30a89
8888,0671670875,Tarot Made Easy,Nancy Garen,1989,2090da2cdee74179f21b947df64cdabb8cf506f1d2c5e3d7babc76cec8a76864
8889,0875420508,Buckland's Complete Book of Witchcraft (Llewellyn's Practical Magick),Raymond Buckland,1986,1d6971552ae90a82d2d17685b42f1e34da4b7c17ec4156b21d80a0decd29feba
8890,0801043859,When the One You Love Wants to Leave,Donald R. Harvey,1993,3a23f28faeaaa0dad09786c565211bd83f7b06f694ac8ace2f0738b3b88e14c0
8891,0785270442,"Winning Your Husband Back Before It's Too Late: Whether He's Left Physically or Emotionally, All That Matters Is...",Gary Smalley,1999,604bfed98d672941261c90828466ccb14991a2c0660ec7b6b26e8d33e6bba9bc
8892,0451178599,Needful Things,Stephen King,1993,e143719d0b75379c77c75ec6cb49e9287621d495925b03b652ba7fd1fcccf75d
8893,1555472419,Just Before Daybreak,Audrey Couloumbis,1988,98a5d7201af814a412292b0742618bf067d0df7f82e9f784e5e96efd99a82e53
8894,0671421611,CHILDGRAVE,Ken Greenhall,1982,852590fc992feba8dd21ce85950cfefde33f17919992a656e49c968da7cfc98d
8895,0380780216,Cry for Justice,Walter Sorrells,1996,ad2f59778190f3c3baf5c1783199c861581d450ae261a800908ea23b2944d555
8896,1590030044,White Magic Book,John Le Breton,2001,09a13a2472ecd4965f1eca9a034dc5671f94a40c8f3253aca2b45f1afe34a0e2
8897,0451128370,Christine,Stephen King,1983,e143719d0b75379c77c75ec6cb49e9287621d495925b03b652ba7fd1fcccf75d
8898,0451170385,Four Past Midnight,Stephen King,2001,e143719d0b75379c77c75ec6cb49e9287621d495925b03b652ba7fd1fcccf75d
8899,3036911154,Der Welt den RÃ?Â¼cken. 2 CDs.,Elke Heidenreich,2001,b71131268171214ed807036156848705c30e09713380a79bc3622ee59aae33f8
8900,0451206339,Forgive the Moon,Maryanne Stahl,2002,52bd921d86e3223ad42a59e695b78202f4156d722456289c097b64f01f3fd711
8901,0156006847,The Fencing Master: A Novel,Arturo PÃ©rez-Reverte,2000,9115c7adcf3b1e41c186fa3082d7e92122f85f4a99862b541fa3f6dff7b1e096
8902,0395926882,The Best American Short Stories 2001,Katrina Kenison,2001,3cb6c88a1423c8ad2e9a84638fdb0eebd605f83152a4ca0a01bf2b6be4e6a993
8903,0446527297,The Millionaires,Brad Meltzer,2002,bb2654946b753add4d11fd90cbe325b7bce65df3ce1883041dfc7607d7fcb0cf
8904,0786867906,Strip City: A Stripper's Farewell Journey Across America,Lily Burana,2001,c3ee7ad56afabb1c0ddf24dbedcac2b687c83774b5bce31537b10e55c6a17c7d
8905,0425151875,Tom Clancy's Op-Center: Games of State (Tom Clancy's Op Center (Paperback)),Tom Clancy,1996,330ef45d86143e04706d9efc64d5518fed9b8cbef35f1e84cf373249ea2df8d0
8906,0553570854,Till Death Do Us Part,Lurlene McDaniel,1997,ca72386de01be2b3e6147fbcf9ccd92f0216a88b8d8842e6fe5eccb5b038b262
8907,055357115X,Until Angels Close My Eyes,Lurlene McDaniel,1998,ca72386de01be2b3e6147fbcf9ccd92f0216a88b8d8842e6fe5eccb5b038b262
8908,0440802059,One Eyed Cat,Paula Fox,0,b68b5e25df25e9fd4123628710464eda2104eb9cc530399cb0ca557dd7abd470
8909,0373218958,Less Of A Stranger (Silhouette Single Title),Nora Roberts,2003,41ee8fbbe92b748ab66733a6717cc6fe8a3f21b4ab574fc7432ff4a034c6970b
8910,3442356180,Shogun.,James Clavell,2002,09618119c1d82653e81588a887d2c6e33a3467e341772d71d6515ef80e0471ce
8911,0671684256,Cold Harbour,Jack Higgins,1990,eb90f0f4f17f45344f055b27eea46153aa1f1e41dac85299a74e6cf077e48a1b
8912,0425182843,Edge of Danger,Jack Higgins,2002,eb90f0f4f17f45344f055b27eea46153aa1f1e41dac85299a74e6cf077e48a1b
8913,0486406539,Siddhartha (Dover Thrift Editions),Hermann Hesse,1999,8a9fa03326429ebaa5a122b9ab813e05d0d04a0641182335f0c1f1f9ccdc216b
8914,0590440144,Swiss Family Robinson (Apple Classic),Johann Wyss,1995,cc8c2ba853aba7dec74f5e5759db49f8dc4e1e5509d84f48a3ad4b8271bf26fd
8915,0812550749,Firebird,Mercedes Lackey,1997,4a192fa8154efb3b8a7982d4a540c5353b4d07566554c0847c113d7b5aef20d9
8916,0671720996,"The Lark and the Wren (Bardic Voices, Book 1)",Mercedes Lackey,1991,4a192fa8154efb3b8a7982d4a540c5353b4d07566554c0847c113d7b5aef20d9
8917,0553148524,Zen and the art of motorcycle maintenance,Robert M. Pirsig,1980,2c9ed8af1662272cc0c621963802e38d1c70692d781cf7eda9225c2c5876f183
8918,0802111610,First Light,Peter Ackroyd,1989,8ae4e39e0c4bfb2aa2cfebeb1d075bccca283d5021d6763d7f23cdb68b5f7579
8919,0670031720,Drop City,T. Coraghessan Boyle,2003,b1d332ac4e43faf39f20db392a4a65452dd5f4accfb6d0acac158f509c67d475
8920,0385128533,Goodbye California,Alistair MacLean,1978,03334c051689f940cc445abb1877e0add8e8af059e2a20a939327adb9feb5db1
8921,0679405127,Angels &amp; Insects: Two Novellas,A. S. Byatt,1993,e049aec32677b45003b69355b08f50b42a262675c1b625a1d6c16a2d0ab1f27b
8922,0679742115,Vox: A Novel,Nicholson Baker,1995,04ee3f39b6ce7ac89e7647d59ab6920bb73ed76b0d3a3d325d97094e3fd487d4
8923,0316954993,War and Remembrance,Herman Wouk,2002,e7ebb79e0490e39727341b1c65b09c60e1b702bfbcf091d2c496fa86a4b5db3e
8924,0345463153,The Fourth Hand,JOHN IRVING,2003,9e677936fa65e86737b12f88c4b6c6b764d6b86cef611503424387f95e1da450
8925,188522317X,Bumper Sticker Wisdom: America's Pulpit Above the Tailpipe,Carol Gardner,1995,55fbb3465c4dfc5604a1b270887ff4c592d8bea5d050ef6d2bb3e64167476a7a
8926,0312991460,To the Nines (A Stephanie Plum Novel),Janet Evanovich,2004,deb2a982d1d46307e2c4969fc2b277fc91d39041470a08e35c90a5c22a4cf632
8927,0142001325,Our Lady of the Lost and Found: A Novel,Diane Schoemperlen,2002,e7c9f9c02a2fb4dc258bb2784270b31b37251a1a9b39f218f76d92ff7b06699b
8928,1565123670,A Parchment of Leaves: A Novel,Silas House,2002,084d49189824211e5e09afdced1d70d64aca3b927052a4910a000ac843990e01
8929,0385501412,Three Weeks in Paris,BARBARA TAYLOR BRADFORD,2002,bde02c68eda13e3b86cb9f4e977a95d4fcea11cc35755661006714c11ac3188e
8930,0553277901,Woman of Substance,Barbara Taylor Bradford,1987,64b9b3e6eede0eef3f0cbb5465a2fef347afff54dc9e41cd5d92c23ded6416a4
8931,006016848X,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",John Gray,1992,46f2f6dfb3ae8a565243b5596f589159ef4e2855582e85e21f5935fef92d360e
8932,0684862921,Ringing For You : A Love Story with Interruptions,Anouchka Grose Forrester,1999,faf2e757055fbee4a9a8117011376a3fb6c22b018c4d0ad1f934caea32e3277c
8933,0060956690,So Big (Perennial Classics),Edna Ferber,2000,6b5036ecac7da45fe5aeef4c05af866e377ace870a39a81d26ca1451415f937d
8934,0156007185,"The Worst Day of My Life, So Far",M. A. Harper,2002,6b522fb1ab90763328b0eba069e5d99a0b445bf144c33c72043b4f3ddd1948a4
8935,0451182960,Too Many Crooks Spoil the Broth: A Pennsylvania-Dutch Mystery With Recipes (Pennsylvania Dutch Mysteries with Recipes (Paperback)),Tamar Myers,1995,c9fae312a67df31bb4ca8a16a25afa20a8c08f24374e3d166710b1fdc3425da8
8936,0449002985,Your Oasis on Flame Lake (Ballantine Reader's Circle),LORNA LANDVIK,1998,a0b244bf2e6746d2c3e25ba98e1b80bd42874217b7a4f80d9bbd3b7b53f48318
8937,037348254X,To Mother With Love 1993,Diana Palmer,1993,55fdf4e6d20c914a0b6f161b8a758f43f883301a9032e59d92aca181a89252ce
8938,0865473900,Rosie,Anne Lamott,1989,a752edfb2f3cee4caa03436b02333618fb2f11428efde6420a77bac082a20f75
8939,0395859972,The Blue Flower,Penelope Fitzgerald,1997,ed549e7836134f3100077bd318474760f1f79cdb9c5ead06e35806fc14e7f6d7
8940,0671727583,Smart Women,Judy Blume,1990,fc5e6ad3c25027056bd41655fe5c40522b5bebd82b085472060108a573f8ad69
8941,0028604695,Frommer's Walking Tours: Paris (2nd Edition),Lisa Legarde,1995,f13d734dc805df0d78da99cba4468286947d776809245c3fe5e90dafbd295a42
8942,0060176156,Up Island,Anne Rivers Siddons,1997,e65c8d12fcfa77d3ae9fc9684e6462542b17edbf46461a5d44d9f29e2ea78add
8943,0440159008,Motherhood the Second Oldest Profession,Erma Bombeck,0,91ed90de7007dec72ad31256122e7fcb3d1fac426b5be06064a16e1b4d856ce0
8944,0893754005,Heidi,Johanna Spyri,1993,5b61d3f5bef46e9371445dde5ba08107a4d1f286929bd7266da682134c768cb9
8945,0671600400,PORTRAT OF ARTIST,Laura Lisle,1985,50d1470ab35b42e0e27644951e9d3ba9647dd87033f20442940f1f812464312d
8946,0440212561,Outlander,DIANA GABALDON,1992,fdedee33dc9b2d78eb9ad8f7f5f8e49230d3b7a4b4f5fac80ef9cb78676276eb
8947,0517799952,Simple Spells for Love: Ancient Practices for Emotional Fulfillment,Barrie Dolnick,1995,882b4bc906cf3923163327f5455559d3c83686be7cce75d5a077ab538a3d0fb3
8948,0140267670,Life Among the Savages,Shirley Jackson,1997,7b2e2f9052d2b6d4b48cc1df5ff3840333f29205801ee6d76cf71a7c4f94f835
8949,0394544749,The Sophisticated traveler: Great tours and detours,A. M. Rosenthal,1985,202f1709b2d71a07f54149664ff6efd67a06e73c4c3f48f3254fb00ceb7ffbd9
8950,0785282149,Driving Lessons,William Kritlow,1994,0aedd3621d7427895125cb9304cf8495cbb1f8837913f87563440e5bd510f0b6
8951,0505523183,The Night Before Christmas,Victoria Alexander,1998,d5aa2a0d6249e9a7cfca24c637d8aeebdc61374aaaa6a120c3c98a511af7b8d2
8952,0821769278,Plain Jane,Fern Michaels,2002,995ad466b7bcbb4d043a3693dee84bae7f62893ffe3e8e0ab34cf756a2dfae64
8953,0373223102,"Veil Of Fear (Harlequin Intrigue, No 310)",Judi Lind,1995,074168fe987c1ece7076dba401448e09a6f04cbe01770bdf9efe83c83ae88c4a
